1694997	Heute ist ein schöner Tag.	1396131	Danas je lijep dan.
1703669	Auf was zielt dein Besuch.	2220669	Čemu tvoja posjeta?
1768640	Es handelt sich um einen schmerzhaften und schwierigen Prozess.	1053892	To je bolan i osjetljiv proces.
1790591	Ich hasse es, früh aufzustehen.	1489782	Mrzim ustajati rano.
1801520	Es ist nicht das, was du denkst!	2208326	Nije to što misliš!
1813646	Sie hätte sich nie träumen lassen, ihm im Ausland zu begegnen.	3179119	Nije niti pomišljala da će ga sresti u inozemstvu.
1851586	Rühren Sie mich nicht an!	2156894	Maknite svoje ruke od mene!
1907393	Es gibt nichts, weswegen du dich schuldig fühlen müsstest.	2156744	Nema ničega zbog čega bi se trebao osjećati krivim.
1907393	Es gibt nichts, weswegen du dich schuldig fühlen müsstest.	2156746	Nema ničega zbog čega bi se trebala osjećati krivom.
1997788	Ich liebe euch beide.	2156975	Volim vas oboje.
2103069	Ich bin Gregor.	2149782	Ja sam Gregor.
2161805	Könntest du mir noch einmal sagen, wie du heißt?	3179104	Bi li mi mogao još jednom reći kako se zoveš?
2183891	Ich weiß nicht, wo ich bin.	2209028	Ne znam gdje sam.
2197404	Es gibt viele alte Städte in Italien. Rom und Venedig, zum Beispiel.	2197402	Ima puno starih gradova u Italiji. Rim i Venecija, na primjer.
2280737	Sie machte mir ein Kompliment.	3179023	Dala mi je kompliment.
2364487	Und was ist mit dem Feminismus? Was meinst du dazu?	937075	I feminizam? Što misliš o feminizmu?
2397086	Es hinterlässt einen bitteren Nachgeschmack.	655511	To ostavlja loš okus.
2508190	Es wäre interessant zu wissen, wer in diesem Grab begraben liegt.	658902	Zanimljivo bi bilo znati, tko je pokopan u toj grobnici.
2508191	Ich lebe jetzt in Kyoto.	960569	Sada živim u Kyotu.
2508196	Sie muss in diesem Sommer England besuchen.	935194	Ona mora posjetiti Englesku ovog ljeta.
2508197	Ich will, dass du gehst.	742809	Hoću da odeš.
2508199	Sie verstehen mich nicht wenn ich Deutsch spreche.	655458	Ne razumiju me kada govorim njemački.
747505	Sie graben ein Loch.	655354	Oni kopaju rupu.
2508210	Er hat all diese Probleme mit Leichtigkeit gelöst.	1477343	Sve te probleme je riješio s lakoćom.
655411	Ich gehe nirgendwo hin.	1057616	Nikamo ne idem.
2508215	Jedermann hat sein Schlafzimmer.	2208307	Svatko ima svoju spavaću sobu.
2508216	Er ist ein Autor.	670275	On je autor.
2508223	Die alte Uhr ist noch immer in Verwendung.	958012	Stari sat je još uvijek u uporabi.
2508228	Der Hund mag Fleisch.	1389954	Pas voli meso.
2508229	Das ist leider nicht möglich.	1051068	Nažalost nije moguće.
526288	Sie ist reich, aber er ist arm.	742823	Ona je bogata, a on siromašan.
1688267	Ich liebe dieses Lied.	2763045	Volim ovu pjesmu.
2831431	Wirst du die Türe öffnen?	655418	Hoćeš li otvoriti vrata?
2831435	Bist du aus den USA?	933797	Jesi li ti iz SAD-a?
2831438	Ich habe fünf Stunden gebraucht, um dieses Buch zu lesen.	1051040	Trebalo mi je pet sati da pročitam tu knjigu.
2831445	Diesen Sommer werde ich mit dem Fahrrad durch Europa reisen.	1051036	Ovog ljeta proputovat ću Europu biciklom.
1397599	Heute ist der Geburtstag meiner Schwester.	1402538	Danas je rođendan moje sestre.
594	Du bist die große Liebe meines Lebens.	670271	Ti si velika ljubav mog života.
1009058	Dieses Wasser ist nicht trinkbar.	1041574	Ova voda nije pitka.
398838	Er spricht fließend Englisch.	2157052	On tečno govori engleski.
2831462	Du hast ein Telefon.	1115945	Imaš telefon.
360752	Ich will kein Fleisch.	1051127	Ne želim meso.
351128	Wir haben heute keine Schule.	945005	Danas nemamo školu.
2831491	Er hatte den ganzen Tag nichts gegessen und war hungrig.	1041591	Nije bio jeo cijeli dan i bio je gladan.
821976	Nein, danke. Ich bin satt.	1477499	Ne, hvala. Sit sam.
662228	Er weiß nicht viel über Japan.	936472	On ne zna puno o Japanu.
2838127	Das ist nicht gut für mein Herz.	2213860	To nije dobro za moje srce.
2838175	Der Junge rennt dem Ball hinterher.	2838174	Dečak trči za loptom.
2967183	Tom ist kein Mädchen.	3459315	Tom nije djevojka.
450015	Was bedeutet das?	2983424	Šta to znači?
3104418	Tom widerstand dem Drang zu schreien.	3179159	Tom se odupro porivu da vikne.
801650	Rauchen tötet.	3211304	Pušenje ubija.
3243241	Ich würde gerne in Brasilien leben.	3200268	Želim živjeti u Brazilu.
3243242	Keine Sorge. Ich übersetze das für dich.	3179168	Ne brini. Ja ću to prevesti za tebe.
3243245	Willst du nicht lieber Englisch reden?	3179164	Želite li rađe pričati engleski?
3243273	Die Vase steht auf dem Tisch.	3179162	Na stolu je vaza.
3243275	Ich erinnere mich noch, wie ich die Königin erwischt habe.	3179147	Sjećam se kako sam pogodio kraljicu.
3243277	Ich erinnere mich noch, wie ich die Königin erraten habe.	3179147	Sjećam se kako sam pogodio kraljicu.
3243279	Was für niedliche Welpen!	3179140	Kako slatki štenci!
3243280	Was für knuddlige Hundebabys.	3179140	Kako slatki štenci!
3243281	Tom macht was.	3179136	Tom radi nešto.
3243282	Ich schäme mich für das, was mein Sohn getan hat.	3179132	Sramim se što je moj sin učinio takvo što.
3497550	Wir können im besten Falle binnen drei Werktagen liefern.	3458078	U najboljem slučaju, možemo isporučiti unutar tri radna dana.
3591373	Kosovo ist jetzt ein unabhängiger Staat.	3591380	Kosovo je sada nevazisna država.
3719480	Interlingue ist eine leichte und schöne Sprache.	3719484	Interlingue je jednostavan i lijep jezik.
380701	Hallo!	466199	Bok.
509168	Wer bist du?	466240	Tko si ti?
509168	Wer bist du?	1568752	Ko si ti?
931239	Das ist eine Puppe.	468854	To je lutka.
480068	Ist es deins?	469007	Je li tvoje?
738192	Wer ist das?	957688	Tko je to?
1585559	Sie muss es gestern getan haben.	2220487	Vjerojatno je to napravila jučer.
3900320	Denkst du, sie hat es getan?	3458413	Misliš li da je to napravila?
3900325	Ich dachte, das wäre meine Aufgabe.	2213761	Mislio sam da je to moj posao.
3900325	Ich dachte, das wäre meine Aufgabe.	2213763	Mislila sam da je to moj posao.
3900329	Denkst du, er hat es getan?	3458412	Misliš li da je to napravio?
3900363	Ich will wissen, wie er das geplant hat.	2220485	Želim znati kako je to isplanirao.
446187	Ich glaube, dies ist in Ordnung.	1051128	Mislim da je to u redu.
352080	Wie tief ist dieser See?	658961	Koliko duboko je to jezero?
519302	Wie tief ist der See?	658961	Koliko duboko je to jezero?
898	Und was macht es, wenn ich schwul bin? Ist das ein Verbrechen?	655445	I što ako sam homoseksualac? Zar je to zločin?
1001544	Ein Ding gefällt nicht Gott, weil es gut ist; sondern weil es Gott gefällt, ist es gut.	1054080	Ne sviđa se nešto Bogu, zato što je to dobro; to je dobro, jer se Bogu sviđa.
3900395	Božena ist ein schönes, blondes Mädchen. Sie ist auch das hübscheste Mädchen an unserer Schule.	1057659	Božena je krasna, plava djevojčica. Također je to najljepša djevojčica na našoj školi.
901172	Ist das deins?	469009	Je li tvoja?
901172	Ist das deins?	469011	Je li tvoj?
509907	Es ist meins, nicht seins.	469087	Moj je, nije njegov.
351836	Das Heft ist nicht deines, es ist seines.	469623	Bilježnica nije tvoja, njegova je.
3900415	Die ist meine, nicht seine.	469084	Moja je, nije njegova.
509907	Es ist meins, nicht seins.	469089	Moje je, nije njegovo.
2114661	Das ist ihres, nicht wahr?	470736	Njezin je, zar ne?
2114661	Das ist ihres, nicht wahr?	470739	Njezino je, zar ne?
545172	Das ist meine Frage.	476588	Ovo je moje pitanje.
475494	Dies ist ein gutes Lehrbuch.	475469	Ovo je dobar udžbenik.
2201629	Das hier ist ein gutes Lehrbuch.	475469	Ovo je dobar udžbenik.
3900438	Die ist seine, oder nicht?	475451	Njegova je, zar ne?
3900443	Die ist ihre, oder nicht?	470738	Njezina je, zar ne?
3900449	Der gehört ihr, oder nicht?	470736	Njezin je, zar ne?
471840	Das ist meine Katze.	471760	To je moja mačka.
475460	Es ist seins, nicht wahr?	475449	Njegovo je, zar ne?
475461	Es gehört ihm, nicht wahr?	475449	Njegovo je, zar ne?
3900463	Es ist seiner, nicht wahr?	475448	Njegov je, zar ne?
3900464	Der ist seiner, oder nicht?	475448	Njegov je, zar ne?
1401811	Das ist ihr Buch.	471049	To je njihova knjiga.
438833	Wie sagt man XXX auf Niederländisch?	478247	Kako se kaže XXX na nizozemskom jeziku?
3044000	Wie sagt man das auf Italienisch?	478232	Kako se kaže to na talijanskom?
716204	Wie sagt man "danke" auf Japanisch?	478222	Kako se kaže "Hvala" na japanskom?
902052	Das ist Edita, meine Frau.	478207	Ovo je moja žena Edita.
1735627	Auch du, Brutus?	478012	I ti, Brute?
591198	Und du, Brutus?	478012	I ti, Brute?
3900488	Gut. Und Ihnen?	476816	Dobro. A vi?
352559	Wie heißt er?	476808	Kako se zove?
3709167	Wie heißt sie?	476808	Kako se zove?
441182	Guten Tag! Wie geht es Ihnen?	476798	Dobar dan, kako si?
451327	Gut. Und dir?	476819	Dobro. A ti?
926069	Sind sie befreundet?	481596	Jesu li oni prijatelji?
477087	Ja.	478742	Da.
3900499	Bist du eine Studentin?	478764	Jesi li ti studentica?
1497311	Wie sagt man "Katze" auf Spanisch?	478259	Kako se kaže "mačka" na španjolskom?
403151	Wie sagt man 'good bye' auf Deutsch?	478269	Kako se kaže "doviđenja" na nemačkom jeziku?
330459	„Sind Sie Lehrer?“ – „Ja, bin ich!“	478964	"Jesi li ti nastavnik?" "Da, jesam."
897646	Ich bin Professor.	478979	Ja sam profesor.
3900507	Ich bin eine Professorin.	479032	Ja sam profesorica.
1087708	Eine Katze ist kein Mensch!	481566	Mačka nije čovjek!
3900508	Er ist kein Wissenschaftler, aber er ist unser Freund.	481577	On nije znanstvenik, ali on jest naš prijatelj.
413163	Entschuldigen Sie, wer ist diese Frau?	487088	Oprosti, tko je ova žena?
413163	Entschuldigen Sie, wer ist diese Frau?	487089	Oprostite, tko je ova žena?
566160	Das ist meine Tasche.	486988	Ta torba je moja.
527177	Das ist sein Auto.	486980	To je njegov auto.
356167	Er ist Wissenschaftler.	486837	On je znanstvenik.
775347	Wie heißt dein Freund?	486672	Kako se zove tvoj prijatelj?
360821	Wir sind Australier.	482768	Mi smo Australci.
767640	Er ist Amerikaner.	481659	On je Amerikanac.
2270971	Ist er Arzt?	481627	Je li on doktor?
923674	Ist er ein Arzt?	481627	Je li on doktor?
1994950	Bist du dir sicher?	548794	Jesi li ti siguran?
852539	Behalte das Wechselgeld.	508464	Zadržite ostatak.
536967	Ich habe es eilig.	3900520	Žuri mi se.
578401	Ich bin in Eile.	3900520	Žuri mi se.
3101388	Sie ist meine Professorin.	490774	Ona je moja profesorica.
567324	Wer sind Sie?	490795	Tko ste vi?
495104	Der Hund gehört mir.	493298	Pas je moj.
445874	Ihr Name ist Lucifera.	488763	Ona se zove Lucifera.
384905	Alle Menschen sind frei und gleich an Würde und Rechten geboren. Sie sind mit Vernunft und Gewissen begabt und sollen einander im Geist der Brüderlichkeit begegnen.	532203	Sva ljudska bića rađaju se slobodna i jednaka u dostojanstvu i pravima. Ona su obdarena razumom i sviješću, i trebaju jedni prema drugima postupati u duhu bratstva.
3900523	Ein großer Taifun nähert sich.	655356	Bliži se veliki tajfun.
1780007	Ich mache mir große Sorgen um deine Gesundheit.	655348	Jako me brine tvoje zdravlje.
407628	Haben Sie ein Zimmer frei?	655346	Imate li slobodnih soba?
396674	Rauchen ist schädlich für die Gesundheit.	655343	Pušenje je štetno za zdravlje.
342323	Rauchen ist schlecht für die Gesundheit.	655343	Pušenje je štetno za zdravlje.
3900529	Georg begleitete mich nach Hause.	655338	George me otpratio kući.
867716	Schlangen, sagt man, hypnotisieren kleine Tiere und Vögel.	655336	Kažu da zmije hipnotiziraju male životinje i ptice.
799626	Sie mag Tiere, weißt du?	655335	Znaš li da joj se sviđaju životinje?
1620528	Deine Prüfungsergebnisse sind ausgezeichnet.	655332	Tvoji rezultati ispita su odlični.
2005202	Bist du ein Uigure?	568650	Jesi li ti Ujgur?
503574	Sie verlor ihr Geld, ihre Familie, ihre Freunde.	655358	Izgubila je novac, obitelj, prijatelje.
3900537	Nicht der reichste Mann der Welt könnte ihre Liebe kaufen.	655340	Najbogatiji čovjek na svijetu ne bi mogao kupiti njezinu ljubav.
637830	Ihr seid ihre Töchter.	655402	Vi ste njezine kćeri.
2292371	Nein, das ist alles.	655406	Ne, to je sve.
770483	Zu diesem Preis wäre Ihr Produkt auf dem japanischen Markt nicht wettbewerbsfähig.	655413	S takvom cijenom vaš proizvod neće preživjeti konkurenciju na japanskom tržištu.
3900547	Wenn ich es meiner Mutter sage, dann wird sie sich Sorgen machen, also werde ich es ihr wohl nicht sagen.	655373	Kažem li svojoj majci, brinut će se, zato mislim da joj neću reći.
473489	Du musst mehr arbeiten.	655361	Moraš više raditi.
3900550	Was ist das für ein Film? Ist er bekannt?	655364	Kakav je ovo film? Je li popularan?
3924078	Der Spielwarenladen ist geschlossen.	655365	Trgovina igračaka je zatvorena.
380810	Ich habe beschlossen, ihr zu sagen, dass ich ihn liebe.	655379	Odlučila sam joj reći da ga volim.
1573437	Wer ist dein Lieblingskomponist?	655432	Tko je tvoj omiljeni skladatelj?
3924087	Nein, ich bin niemals dort gewesen.	655430	Ne, nikada nisam tamo bio.
934402	Ich stille mein Baby.	655429	Dojim svoje dijete.
963280	Werden wir rechtzeitig zum Konzert kommen?	655427	Hoćemo li stići na koncert?
352517	Wer ist dein Lieblingsfernsehstar?	655426	Koja je tvoja omiljena TV zvijezda?
1260906	Kann ich dein Wörterbuch benutzen?	655417	Mogu li uzeti tvoj rječnik?
540732	Nichts ist so kostbar wie die Liebe.	655414	Ne postoji ništa vrijednije od ljubavi.
743099	Sie ist immer tüchtig.	655452	Ona uvijek marljivo radi.
783801	Hier ist ein Restaurant, in dem ich oft esse.	655448	Evo restorana u kojem često jedem.
385053	Gold ist wertvoller als Eisen.	655447	Zlato je skuplje od željeza.
1539649	Das sind Krokodilstränen.	655442	To su umjetne suze.
628928	Warum seid ihr allein?	655438	Zašto ste sami?
451359	Das kann nicht wahr sein.	655435	To ne može biti istina.
1257476	Das kann nicht stimmen.	655435	To ne može biti istina.
367778	Gib ihm Zeit.	655486	Daj mu vremena.
1222827	Er nahm Abschied von uns und ging fort.	655484	Pozdravio nas je i otišao.
370278	Sie wird höchstens fünfzig Dollar zahlen.	655483	Ona će platiti najviše 50 dolara.
784240	Jeder weiß das.	655481	To svatko zna.
403129	Und etwas Brot.	655478	I malo kruha.
1152559	Sie ist meine erste Liebe.	655477	Ona je moja prva ljubav.
3926069	Er fürchtet sich nicht vor der Gefahr.	655469	On se ne boji opasnosti.
540153	Wie lautet die Telefonnummer?	655453	Koji broj?
348862	Wie ist das Wetter in New York?	655439	Kakvo je vrijeme u New Yorku?
342026	Das überlasse ich dir.	655434	Ostavljam ti to.
531214	Ich weiß nicht, ob ich Zeit haben werde.	655423	Ne znam hoću li imati vremena.
504364	Das muss geändert werden.	655419	To se mora promijeniti.
444316	Er zitiert oft Shakespeare.	655466	On često citira Shakespeara.
540465	Er wurde in Ohio geboren.	655465	Rodio se u Ohiu.
3928689	Er hat dutzende Bücher.	655464	On ima desetke knjiga.
397979	Könnten Sie mir eine Broschüre zusenden?	655463	Možete li mi poslati brošuru?
779299	Der Mann stand auf und begann zu singen.	655462	Muškarac je ustao i zapjevao.
3928696	Er sagt, er wird kommen.	655461	On kaže da će doći.
3928703	Er hat dieses Fenster zerbrochen.	655460	Razbio je ovaj prozor.
1397805	Sie sprach lange über ihre Auslandserfahrungen.	655456	Dugo je govorila o svojim inozemnim iskustvima.
3931418	Er war schwer verletzt.	655479	Bio je strašno ranjen.
3900508	Er ist kein Wissenschaftler, aber er ist unser Freund.	655476	On nije znanstvenik, ali nam je prijatelj.
564752	Besser.	655472	Bolje je.
601893	Es ist besser.	655472	Bolje je.
751969	Das ist besser.	3931426	To je bolje.
3931431	Seine Frau öffnete ihm die Tür.	655470	Žena mu je otvorila vrata.
364533	Dieses Gericht schmeckt besser als das andere.	655467	To jelo je ukusnije od onoga.
2300389	Kurz gesagt, einige Gewehre haben ausgezeichnete Sicherungen gegen unbeabsichtigtes Abfeuern (z. B. wenn sie fallen gelassen werden), andere nicht.	655485	Ukratko, neki pištolji imaju odlične sigurnosne sustave kako bi spriječili slučajna opaljivanja (npr. kod ispuštanja), a drugi nemaju.
520371	Das Museum ist sehenswert.	655495	Isplati se posjetiti muzej.
915366	Wenn ich deinen Pass gefunden habe, rufe ich dich sofort an.	655496	Ukoliko pronađem tvoju putovnicu, smjesta ću te nazvati.
3931444	Er hat Augen am Hinterkopf.	655494	On ima oči na potiljku.
3931446	Deshalb habe ich ihn gefeuert.	655492	Zato sam ga otpustio.
1731446	Das Feuer hatte bereits auf das nebenstehende Gebäude übergegriffen, als die Feuerwehr eintraf.	655491	Vatra se proširila na susjednu zgradu prije nego što su vatrogasci pristigli.
754816	Ich studiere das amerikanische Drama.	655490	Studiram američku dramu.
340942	Der Sommer ist vorbei.	655487	Ljeto je gotovo.
724783	Vater hat mir das Buch gekauft.	655493	Otac mi je kupio tu knjigu.
1526608	Sie spricht sowohl Englisch als auch Deutsch.	655488	Ona govori i engleski i njemački.
3933277	Ihm gefällt die italienische Küche.	655459	Sviđa mu se talijanska kuhinja.
360550	Kaninchen haben große Ohren.	655457	Kunići imaju duga uha.
3934602	Die Lehrerin sprach, den Gong nicht hörend, weiter.	655506	Učiteljica je, ne čuvši zvono, nastavila pričati.
1588282	Weil er krank ist, kann er nicht kommen.	655500	Ne može doći jer je bolestan.
3934605	Es bringt nichts, zu versuchen, ihn zu überreden.	655499	Nema koristi da ga se pokuša nagovoriti.
3934610	Ich mag es nicht, bei so einer Hitze zu lernen.	655498	Ne volim učiti po ovakvoj vrućini.
3934611	Ich habe daran Tag für Tag gearbeitet.	655497	Radio sam na tome dan za danom.
3934614	Ich habe meine Schuhe ausgelatscht.	655503	Iznosio sam svoje cipele.
3934612	Draußen ist es wie im Sommer.	655504	Vani je poput ljeta.
3937125	Es scheint, Cathy mag Musik.	655505	Čini se da Cathy voli glazbu.
767208	Ich werde die Schule verlassen.	655502	Napustit ću školu.
3937126	Ich war nicht wirklich vorbereitet.	655501	Nisam baš bio spreman.
3937130	Ich wünschte, mein Traum würde wahr werden.	655482	Želim da mi se san ostvari.
3937154	Ich hoffe, dass es morgen nicht regnet.	655513	Nadam se da sutra neće padati kiša.
3937156	Er fuhr ein Auto die Straße entlang.	655510	Vozio je auto ulicom.
536967	Ich habe es eilig.	508462	Žurim.
380153	Alle unsere Lehrer waren jung und unterrichteten gerne.	655517	Svi učitelji su bili mladi i voljeli podučavati.
604679	Der Schmerz hat ein wenig nachgelassen.	655516	Bol je malo popustila.
671952	Sie gewannen tatsächlich.	655514	Oni su zaista pobijedili.
691900	Englischsprechen macht Spaß.	655512	Govoriti engleski je zabavno.
2998043	Es macht Spaß, Englisch zu sprechen.	655512	Govoriti engleski je zabavno.
3948240	Die Lehrerin gab mir das längste Kapitel.	655509	Učiteljica mi je dodijelila najduže poglavlje.
942546	Ich schenkte meiner Mutter 19 Blumen zum Muttertag.	655508	Dao sam svojoj majci devetnaest cvijetova za Majčin dan.
3948249	Sieht aus, als wäre es ein recht großes Museum.	655527	Čini se da je to prilično veliki muzej.
630354	Die Substanz ist leicht genug, um im Wasser oben zu schwimmen.	655526	Tvar je dovoljno lagana da pluta na vodi.
3948255	Die Substanz ist leicht genug, um auf dem Wasser zu schwimmen.	655526	Tvar je dovoljno lagana da pluta na vodi.
3948259	Du sagst "arm", aber es gibt viele Stufen der Armut.	655525	Kažeš "siromašan", ali postoji puno stupnjeva siromaštva.
943677	Wann brichst du auf?	655524	Kada odlaziš?
398613	Wann gehst du los?	655524	Kada odlaziš?
628831	Alle mögen diesen Ort.	655523	Svi vole to mjesto.
414205	Er hielt die Trophäe in die Höhe.	655520	Visoko je podignuo trofej.
454213	Seine Geschichte ist vielleicht nicht wahr.	655519	Njegova priča možda nije istinita.
1519651	Er organisierte einen Boykott des Bus-Service.	655518	Organizirao je bojkot autobusnog prijevoza.
3948244	Sie wird zu Beginn des nächsten Monats in Tokyo ankommen.	655507	Ona će stići u Tokio početkom sljedećeg mjeseca.
2776004	Ich bin Tom.	3344398	Ja sam Tom.
3962510	Wer hat den entlaufenen Hund gefunden?	658898	Tko je pronašao izgubljenog psa?
3962511	Wir denken, dass Venedig eine wunderschöne Stadt ist.	658897	Mislimo da je Venecija prekrasan grad.
6084	Bitte machen Sie hier keine Fotos.	658896	Molim vas, ne fotografirajte tu.
375404	Sie ist sehr hübsch.	658895	Ona je veoma lijepa.
353593	Sie ist sehr schön.	658895	Ona je veoma lijepa.
1910906	Warum teilen wir uns nicht ein Zimmer?	658892	Zašto ne bismo dijelili sobu?
784116	Ich gehe gerne spazieren.	656290	Meni se sviđa pješačiti.
2375654	Ich gehe gerne zu Fuß.	656290	Meni se sviđa pješačiti.
1068899	Das ist Schnee von gestern.	658913	Bilo, pa prošlo.
742675	Die ganze Stadt war unter Wasser.	658912	Cijeli grad je bio pod vodom.
574647	Ich habe sie mit ihrer Schwester verwechselt.	2156816	Zamijenio sam ju s njezinom sestrom.
868056	Er ähnelt seinem Großvater.	659008	On sliči na svog djeda.
606380	Man kann nicht ohne Wasser leben.	659007	Bez vode je nemoguće živjeti.
341242	Ich werde das niemals jemandem erzählen.	659003	Neću to nikome nikada reći.
363342	Er ist Arzt und auch Schriftsteller.	659002	On je liječnik, a osim toga i pisac.
368376	Bitte füllen Sie dieses Formular aus.	658999	Molim, ispunite taj formular.
415140	Was ist passiert, dass du so lachst?	658997	Što se dogodilo da se tako smiješ?
2903734	Liebst du deine Mutter?	3982792	Voliš li svoju majku?
4001648	Lieben Sie Ihre Mutter?	3982784	Volite li svoju majku?
3982139	Arthur spielt den Bösen.	3981542	Artur glumi negativca.
4001650	Maria ist die Leiterin des Teams.	3981540	Mary je vođa tima.
380701	Hallo!	3969644	Halo.
418988	Ist das dein Auto?	658985	Je li to tvoj automobil?
355351	Ich bin stolz auf dich.	658977	Ponosan sam na tebe.
4007250	Er ist ein einsamer Mann mit nur wenigen Freunden.	658988	On je usamljen čovjek, nema puno prijatelja.
403632	Wie viel kostet diese Krawatte?	658976	Koliko košta ta kravata?
4007266	Jeder außer mir war am Singen.	658975	Svi su osim mene pjevali.
15773	Sie hat mit dem Rauchen aufgehört.	658970	Prestala je pušiti.
1343571	Sie hörte mit dem Rauchen auf.	658970	Prestala je pušiti.
593983	Mama wäscht gerade den Hund, weil er schmutzig ist.	658969	Mama kupa psa, jer je prljav.
442745	Wohnst du in der Stadt?	658968	Živite li u gradu?
4030164	Esst, was immer ihr möchtet.	670202	Jedite što hoćete.
4030167	Essen Sie, was immer Sie möchten.	670202	Jedite što hoćete.
1287971	Ich pflichte Ihnen bei.	670186	Slažem se s vama.
4039101	Ich stimme Ihnen zu.	670186	Slažem se s vama.
653378	Wie kann ich jene Tage vergessen?	670185	Kako mogu zaboraviti te dane?
4039114	Ich frage mich, ob er heute Abend kommen wird.	670183	Zanimljivo, on će danas doći?
616183	Tom und Frank sind gute Freunde.	670182	Tom i Frank su dobri prijatelji.
3498090	Gefällt dir diese Bluse?	670180	Sviđa li ti se ta majica?
4039119	Hast du heute deine Übungen gemacht?	659000	Jesi li vježbao danas?
392883	Wo wohnst du?	670220	Gdje stanuješ?
699904	Wo hast du deinen Anzug machen lassen?	1051618	Gdje si izradio svoje odijelo?
4039138	Wo kann ich einen Badeanzug kaufen?	2506605	Gdje mogu kupiti kupaći kostim?
4039140	Vielleicht weißt du ja, wo sie wohnt?	670192	Možda ti znaš gdje ona živi?
934301	Wo Licht ist, ist auch Schatten.	935026	Gdje je svjetlost, tu je i sjena.
378032	Wo ist das Museum?	670212	Gdje se nalazi muzej?
2435912	Ich überlege, ins Ausland zu gehen.	670211	Mislim otići u inozemstvo.
4001728	Was macht Tom und du?	3978854	Što ti i Tom radite?
415122	Aber warum?	3969643	Ali zašto?
757956	Dieser Fuchs da muss das Huhn getötet haben.	3967587	Ta lisica je zasigurno ubila kokoš.
4043641	Tom ist ein Rapper.	3967547	Tom je reper.
2121349	Wir leben in der Vorstadt.	3967548	Mi živimo u predgrađu.
2104314	Er lebt in einer Londoner Vorstadt.	3967550	On živi u predgrađu Londona.
1008533	Lutsch meinen Schwanz.	3967529	Puši mi kurac.
592491	Gibt es ein Leben vor dem Tod?	3965699	Ima li života poslije smrti?
353803	Besser spät als nie.	658936	Bolje ikad nego nikad.
4050584	Er hat mich gestern glücklich gemacht.	658927	Jučer me usrećio.
615334	Er konnte den Schmerz nicht länger ertragen.	658935	Više nije mogao izdržati bol.
876508	Er kann gar kein Französisch.	658929	On uopće ne zna francuski.
1144043	Dieses Buch gehört Ali.	658925	To je Alina knjiga.
461402	Ich habe Durst.	658926	Hoću piti.
461402	Ich habe Durst.	3957369	Žedna sam.
496904	Ich bin durstig.	3957369	Žedna sam.
461402	Ich habe Durst.	3957368	Žedan sam.
496904	Ich bin durstig.	3957368	Žedan sam.
353293	Sie ähnelt ihrer Mutter.	658966	Ona sliči na majku.
1315750	Ich fühle mich jetzt wohl.	658965	Osjećam se dobro sada.
4061653	So manche Medizin schadet uns.	658960	Neki lijekovi nam škode.
361399	Ein Vogel flog hoch in der Luft.	658941	Ptica je visoko letjela nebom.
404677	Dieses Fahrrad muss repariert werden.	670189	Taj bicikl treba popraviti.
4080298	Tom ist der Leiter des Teams.	3981538	Tom je vođa tima.
2439050	Ich will unter diesen Bedingungen nicht arbeiten.	2439103	Ne želim raditi pod tim uvjetima.
4100676	Entschuldigen Sie. Wissen Sie, wo die Bücherei des Departments für Wirtschaft ist?	4098707	Oprostite, znate li gdje je knjižnica odsjeka za ekonomiju?
1131	Wem gehört das?	4098705	Čije je ovo?
3982135	Warum können Tiere nicht reden?	3981534	Zašto životinje ne mogu pričati?
4108064	Warum können Tiere nicht sprechen?	3981534	Zašto životinje ne mogu pričati?
4108078	Meine Nachbarn im Stock über uns sind sehr laut.	3978857	Susjedi na katu iznad mene su jako glasni.
364955	Stirb!	3967546	Umri!
4108085	Krepier!	3967544	Krepaj!
4108088	Verreck doch!	3967545	Crkni!
4171761	Unsere Augen können kein infrarotes Licht sehen.	3967542	Naše oči ne mogu vidjeti infracrvene zrake.
4171766	Wir haben uns gestern Abend getroffen.	3967538	Noćas smo se sreli.
1053104	Wer hat diese Insel entdeckt?	658962	Tko je otkrio taj otok?
4190060	Wir hatten gehofft, dass der Regen vor dem Mittagessen aufhört.	658959	Nadali smo se da će kiša prestati do ručka.
353687	Nancy hat Angst vor Hunden.	658953	Nancy se boji pasa.
2630223	Ich bin müde und will ins Bett.	670196	Umorio sam se i hoću spavati.
843755	Wird er den Zug erreichen?	670188	Hoće li on stići na vlak?
2393040	Wie haben Sie Ihren Urlaub verbracht?	670190	Kako ste proveli odmor?
4447200	Wie habt ihr eure Ferien verbracht?	670190	Kako ste proveli odmor?
2352832	Hier ist deine Tasche.	670187	Evo tvoje torbe.
606247	Trink deinen Tee, sonst wird er kalt.	658994	Pij svoj čaj, jer će se ohladiti.
361434	Darf ich Ihr Telefon benutzen?	933866	Mogu li se poslužiti tvojim telefonom?
628245	Kannst du schnell rennen?	933865	Možeš li trčati brzo?
587373	Angenommen, du hättest eine Million Yen, was würdest du damit machen?	933863	Kada bi imao milijun jena, što bi učinio s njima?
3207224	Diamanten sind einem Mädchen der beste Freund.	933862	Dijamanti su najbolji djevojčini prijatelji.
913685	Wovon ist diese Flagge?	933861	Odakle je ta zastava?
729942	Der Zuckertopf ist leer.	933855	Šećernica je prazna.
4558558	Ist es gratis?	4543336	Je li besplatno?
799788	Es war Nacht.	4543329	Bila je noć.
